school_id,name,old_url,new_url,evidence,verdict
37,Hendrix College,https://www.hendrix.edu/humanresources/jobs.aspx,,,not-found
77,California State University-Dominguez Hills,https://careers.csudh.edu/en-us/filter/?ie=utf-8&q=&search-keyword=&work-type=instructional%20faculty%20-%20temporary%2flecturer&work-type=instructional%20faculty%20%e2%80%93%20tenured%2ftenure-track&work-type=non-instructional%20faculty%20(coach%2fcounselor%2flibrarian)&category=unit%203%20-%20cfa%20-%20california%20faculty%20association&category=faculty&job-mail-subscribe-privacy=agree,,,not-found
165,University of Colorado Colorado Springs,https://cu.taleo.net/careersection/2/moresearch.ftl?lang=en&location=6300103016&portal=101430233&radius=1&radiusType=K&searchExpanded=true,,,not-found
168,University of Colorado Denver/Anschutz Medical Campus,https://cu.taleo.net/careersection/2/moresearch.ftl?lang=en,,,not-found
175,Western Colorado University,https://western.wd1.myworkdayjobs.com/WESTERN?locations=f0acdfc60ce81008f9018ce54da70000&jobFamilyGroup=f0acdfc60ce81008d439787fbb740000,,,not-found
199,University of Saint Joseph,https://www.usj.edu/academics/health-care-careers/,,,not-found
219,Everglades University,https://www.evergladesuniversity.edu/employment-opportunities/,,,not-found
251,St. Thomas University,https://www.stu.edu/jobs,,,not-found
277,Georgia State University,https://gsu.taleo.net/,,,not-found
317,Reinhardt University,https://www.reinhardt.edu/careers/,,,not-found
346,Graceland University-Lamoni,https://sfp.ocs.oraclecloud.com/graceland/portal/saml),,,not-found
369,University of Illinois Urbana-Champaign,https://humanresources.illinois.edu/job-seekers/?utm_source=illinois_homepage&utm_medium=referral&utm_campaign=footer,,,not-found
373,DePaul University,https://ekze.fa.us2.oraclecloud.com/hcmUI/faces/FndOverview?fnd=%3B%3B%3B%3Bfalse%3B256%3B%3B%3B&fndGlobalItemNodeId=PER_HCMPEOPLETOP_FUSE_DIRECTORY,,,not-found
374,East-West University,,,,not-found
391,Northwestern University,https://careers.northwestern.edu,https://www.northwestern.edu/offices/human-resources/careers,links=66 sections=3 via static,found
399,Benedictine University,https://benu.csod.com/ux/ats/careersite/5/home?c=benu,,,not-found
400,Western Illinois University,https://sso.interviewexchange.com/wiu/sso.jsp,,,not-found
403,Illinois State University,https://isu.dc4.pageuppeople.com/default.aspx,,,not-found
425,Franklin College,https://franklincollege.edu/about/key-offices/office-of-human-resources/employment-opportunities/,,,not-found
429,Hanover College,https://www.hanover.edu/about/employment/,,,not-found
431,Butler University,https://fa-exer-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,,,not-found
432,Horizon University,,,,not-found
447,Earlham College,https://hr.earlham.edu/careers,,,not-found
452,Rose-Hulman Institute of Technology,https://rosehulman.csod.com/ux/ats/careersite/9/home?c=rosehulman,,,not-found
502,Brescia University,https://www.brescia.edu/employment/,,,not-found
503,Kentucky Wesleyan College,https://kwc.edu/about-wesleyan/employment-opportunities/,,,not-found
513,Southeastern Louisiana University,https://wd503.myworkday.com/ulsselu/,https://www.southeastern.edu/about/employment,links=11 sections=0 via static,found
521,Tulane University of Louisiana,https://tulane-ibqejb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001,,,not-found
526,Louisiana Tech University,https://ulsltu.wd1.myworkdayjobs.com/LATECHCareers,,,not-found
528,Louisiana State University-Shreveport,https://lsus.edu2.com/topic/programsteps,,,not-found
530,Amherst College,https://wd5.myworkday.com/amherst/d/home.htmld,,,not-found
536,Emerson College,https://emerson.wd5.myworkdayjobs.com/en-US/Emerson_College_ft_faculty,,,not-found
547,Harvard University,https://hr.harvard.edu/careers,,,not-found
553,Stonehill College,https://jobs.stonehill.edu/hr/sessions/new,,,not-found
571,American International College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4f7bf2c8-4d1c-459f-99e3-bc1939cfa417&ccId=9201445022114_2&lang=en_US,,,not-found
599,Mount St. Mary's University,https://inside.msmary.edu/more/human-resources/employment-opportunities/index.html#faculty-jobs,,,not-found
609,Towson University,https://towson.taleo.net/careersection/ex/jobsearch.ftl,,,not-found
616,University of Maine at Farmington,#VALUE!,,,not-found
626,Siena Heights University,https://www.sienaheights.edu/past-syllabi-employment-and-financial-aid/,,,not-found
632,Andrews University,https://andrewsu-advocate.symplicity.com/care_report/index.php/pid627169,,,not-found
685,Carleton College,https://www.myworkday.com/carleton/d/home.htmld,,,not-found
686,St Olaf College,https://fa-ewur-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3,,,not-found
711,Hannibal-LaGrange University,https://www.hlg.edu/forms/adjunctfacultyapplication/,,,not-found
736,Webster University,https://recruiting.adp.com/srccar/public/RTI.home?c=1180715&d=ExternalCareerSite,,,not-found
759,Rocky Mountain College,https://www.facebook.com/rockymountaincollege/,,,not-found
763,University of Providence,https://www.uprovidence.edu/employment/,,,not-found
780,Davidson College,https://fa-exci-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2,,,not-found
799,Mars Hill University,https://jobs.appone.com/marshilluniversity,,,not-found
802,University of Mount Olive,https://www.umo.edu/employment/,,,not-found
872,Drew University,https://drew.edu/about/human-resources/employment-opportunities/,,,not-found
885,Thomas Edison State University,https://tesu.elluciancrmrecruit.com/Apply/Account/ProspectInquiry?f=a5c390e3-cba0-4376-b596-8fba5466af6e&o=8a362f72-262c-48bc-a36d-c5d6e0f75af6&s=c1a80143-768e-e311-a614-00155d01181f,,,not-found
917,CUNY Brooklyn College,https://cuny.jobs/campus/brooklyn-college/job-category/faculty/jobs/,,,not-found
931,St Lawrence University,https://careerhub-clarkson.icims.com/jobs/search?hashed=-625885781&mobile=false&width=1246&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240,,,not-found
939,Elmira College,https://www.elmira.edu/welcome-to-elmira/about-ec/careers/careers,,,not-found
983,Dominican University New York,https://www.duny.edu/category/employment-opportunities/,,,not-found
987,Clarkson University,https://careerhub-clarkson.icims.com,,,not-found
1009,Stony Brook University,https://stonybrook-advocate.symplicity.com/collections/reportit/4a9adc9d6aa24c3cf581ea5daa46cd25,,,not-found
1014,Rensselaer Polytechnic Institute,https://rpi.dc4.pageuppeople.com/dashboard,,,not-found
1052,Hiram College,https://www.hiram.edu/about-hiram-college/human-resources/careers-at-hiram/,,,not-found
1069,Lourdes University,https://recruiting.paylocity.com/recruiting/jobs/All/6800f223-2b60-47fe-ba0e-3602afc127d6/Lourdes-University,,,not-found
1082,Northwestern Oklahoma State University,https://nwosu.jotform.com/form/app-for-employment-non-exemt,,,not-found
1095,Bacone College,https://www.bacone.edu/job-openings/,,,not-found
1133,University of Pittsburgh-Bradford,https://cfopitt.taleo.net/careersection/pitt_staff_external/jobdetail.ftl?job=26003465&tz=GMT-04%3A00&tzname=America%2FNew_York,,,not-found
1177,Allegheny College,https://alleghenycollege-ibwwjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,,,not-found
1186,Westminster College,https://my.westminster.edu/ics/Campus_Life/Campus_Groups/Human_Resources__Employment/Overview.jnz,,,not-found
1191,Peirce College,https://www3.peirce.edu/about-peirce/additional-resources/careers-at-peirce,,,not-found
1196,Carlow University,https://forms.office.com/r/pLvbzux3Wv,,,not-found
1202,University of Pittsburgh-Pittsburgh Campus,https://cfopitt.taleo.net/careersection/pitt_internal/jobsearch.ftl?lang=en&portal=10100023232,,,not-found
1207,Rosemont College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=73e335b6-c8b9-44c9-bb2d-c83d54941069&ccId=9200074416396_2&lang=en_US&selectedMenuKey=CurrentOpenings,,,not-found
1233,University of Puerto Rico-Arecibo,https://upra.edu/recursos-humanos/convocatorias/,,,not-found
1235,American University of Puerto Rico,https://aupr.edu/empleo-remunerado/,,,not-found
1250,American University of Puerto Rico,https://aupr.edu/empleo-remunerado/,,,not-found
1253,University of Puerto Rico-Mayaguez,https://www.eventbrite.com/e/38th-job-fair-tickets-1992770470120,,,not-found
1259,Colegio Universitario de San Juan,,,,not-found
1323,The University of Tennessee-Chattanooga,https://fa-ewlq-saasfaprod1.fa.ocs.oraclecloud.com/fscmUI/faces/deeplink?objType=IRC_RECRUITING&action=ICE_JOB_SEARCH_RESP,,,not-found
1332,Lincoln Memorial University,https://www.peopleadmin.com/,,,not-found
1337,East Tennessee State University,https://fa-evyu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/,,,not-found
1382,Texas Woman's University,https://twu.edu/humanresources/careers-at-twu/jobs/,,,not-found
1405,Schreiner University,https://schreiner.edu/careers/,https://schreiner.edu/careers/,links=10 sections=1 via static,found
1456,Randolph-Macon College,https://www.rmc.edu/about-rmc/offices-departments/human-resources/employment-opportunities/,https://www.rmc.edu/about-rmc/offices-departments/human-resources/employment-opportunities/,links=6 sections=0 via static,found
1457,Virginia Polytechnic Institute and State University,https://careers.pageuppeople.com/968/ci/en-us/listing,,,not-found
1523,Faith International University,,,,not-found
1528,Whitman College,https://whitman-advocate.symplicity.com/public_report/index.php,,,not-found
1536,Marian University,https://www.marianuniversity.edu/about-marian/employment/,,,not-found
1566,Bethany College,https://www.bethanywv.edu/about/employment/,,,not-found
1577,Alderson Broaddus University,https://ab.edu/employment/,,,not-found
1897,Manhattan College,,,,not-found
