school_id,name,old_url,new_url,evidence,verdict
829,Bellevue University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=191fb38a-3b70-4f49-b37f-cb2eda186474&ccId=9201943470232_2&lang=en_US,https://www.bellevue.edu/bellevue-university-careers/,links=6 sections=0 via static,found
872,Drew University,https://drew.edu/about/human-resources/employment-opportunities/,,,not-found
885,Thomas Edison State University,https://tesu.elluciancrmrecruit.com/Apply/Account/ProspectInquiry?f=a5c390e3-cba0-4376-b596-8fba5466af6e&o=8a362f72-262c-48bc-a36d-c5d6e0f75af6&s=c1a80143-768e-e311-a614-00155d01181f,,,not-found
917,CUNY Brooklyn College,https://cuny.jobs/campus/brooklyn-college/job-category/faculty/jobs/,,,not-found
931,St Lawrence University,https://careerhub-clarkson.icims.com/jobs/search?hashed=-625885781&mobile=false&width=1246&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240,https://www.stlawu.edu/careers-outcomes/planning-your-career,links=11 sections=2 via static,found
939,Elmira College,https://www.elmira.edu/welcome-to-elmira/about-ec/careers/careers,,,not-found
983,Dominican University New York,https://www.duny.edu/category/employment-opportunities/,,,not-found
987,Clarkson University,https://careerhub-clarkson.icims.com,,,not-found
1009,Stony Brook University,https://stonybrook-advocate.symplicity.com/collections/reportit/4a9adc9d6aa24c3cf581ea5daa46cd25,https://www.stonybrook.edu/grad/,links=5 sections=0 via static,found
1014,Rensselaer Polytechnic Institute,https://rpi.dc4.pageuppeople.com/dashboard,,,not-found
1045,Wright State University-Main Campus,#VALUE!,https://www.wright.edu/human-resources,links=83 sections=0 via static,found
1052,Hiram College,https://www.hiram.edu/about-hiram-college/human-resources/careers-at-hiram/,,,not-found
1069,Lourdes University,https://recruiting.paylocity.com/recruiting/jobs/All/6800f223-2b60-47fe-ba0e-3602afc127d6/Lourdes-University,,,not-found
1082,Northwestern Oklahoma State University,https://nwosu.jotform.com/form/app-for-employment-non-exemt,,,not-found
1095,Bacone College,https://www.bacone.edu/job-openings/,,,not-found
1103,University of Tulsa,https://utulsa-ibvjjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,https://utulsa.edu/hr/employment,links=10 sections=0 via static,found
1133,University of Pittsburgh-Bradford,https://cfopitt.taleo.net/careersection/pitt_staff_external/jobdetail.ftl?job=26003465&tz=GMT-04%3A00&tzname=America%2FNew_York,,,not-found
1177,Allegheny College,https://alleghenycollege-ibwwjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,,,not-found
1186,Westminster College,https://my.westminster.edu/ics/Campus_Life/Campus_Groups/Human_Resources__Employment/Overview.jnz,,,not-found
1191,Peirce College,https://www3.peirce.edu/about-peirce/additional-resources/careers-at-peirce,,,not-found
1196,Carlow University,https://forms.office.com/r/pLvbzux3Wv,,,not-found
