school_id,name,country,url,status,title,verdict
1584,Athabasca University,Canada,https://athabascau.acquiretm.com/job_details_clean.aspx?id=3274,200,"Assistant Professor, Distance Education",posting
1584,Athabasca University,Canada,https://athabascau.acquiretm.com/job_details_clean.aspx?id=3253,200,"Academic Coordinator, Human Services",posting
1584,Athabasca University,Canada,https://athabascau.acquiretm.com/job_details_clean.aspx?id=3261,200,Individualized Study Tutor - MATH 215,posting
1584,Athabasca University,Canada,https://athabascau.acquiretm.com/job_details_clean.aspx?id=3277,200,"Manager, Student Affordability",posting
1584,Athabasca University,Canada,https://athabascau.acquiretm.com/job_details_clean.aspx?id=3268,200,User Experience and Frontend Developer Lead,posting
1584,Athabasca University,Canada,https://athabascau.acquiretm.com/job_details_clean.aspx?id=3273,200,"Manager, Course Production",posting
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18200901-tenure-track-assistant-professor-canada-impact-plus-emerging-leader-quantitative-health-equity-research-department-of-community-health-sciences,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18200564-counsellor-student-wellness-services,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18159165-assistant-or-associate-professor-teaching-faculty-of-nursing,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18159078-assistant-or-associate-professor-teaching-and-research-faculty-of-nursing,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18158580-sessional-instructor-master-of-physician-assistant-studies-cumming-school-of-medicine,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18146911-assistant-or-associate-professor-in-industrial-organization-or-regulatory-economics,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18127507-sessional-instructor-mktg-635-lec-01-block-week-winter-2027-haskayne-school-of-business,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18125344-canada-research-chair-tier-ii-school-based-mental-health,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18105270-academic-position-in-medical-physics-department-of-oncology-cumming-school-of-medicine,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18050368-assistant-professor-bacteriology,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18034008-sessional-instructor-edps-760-educational-psychology-evidence-based-consultation-for-intervention,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/18009724-assistant-or-associate-professor-in-k-12-school-leadership,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17995605-canada-research-chair-tier-1-in-neuromorphic-systems-department-of-cell-biology-and-anatomy-cumming-school-of-medicine,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17956608-assistant-or-associate-professor-research-and-teaching-faculty-of-social-work,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17956017-assistant-or-associate-professor-teaching-faculty-of-social-work,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17950858-veterinary-neurology-teaching,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17892621-sessional-instructor-simulated-clients-faculty-of-veterinary-medicine-fall-2026-and-winter-2027,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17892620-sessional-instructors-faculty-of-veterinary-medicine-fall-2026-and-winter-2027-courses,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17747367-sessional-nursing-instructors-faculty-of-nursing-wainwright-term-3-fall-26-and-term-4-winter-27,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17722590-veterinary-anatomy-assistant-professor-teaching,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17690024-sessional-nursing-instructors-faculty-of-nursing-bscn-drayton-valley-nursing-program-term-3-fall-2026-and-term-4-winter-2027,403,,blocked
1586,University of Calgary,Canada,https://careers.ucalgary.ca/jobs/17684279-sessional-nursing-instructors-faculty-of-nursing-bscn-bonnyville-nursing-program-term-3-fall-2026-and-term-4-winter-2027,403,,blocked
